违法网站域名（10182个）,,,,,,,,
序号,网站名称,URL,网站IP地址,类别,,,,
2977,杭州办证,http://www.hzbz029.com,173.252.203.246,假证,,,,
2978,杭州办证,http://www.hzbjz.com,173.193.18.235,假证,,,,
2979,益阳办证,http://www.hydafc.com,173.201.212.144,假证,,,,
2980,淄博办证,http://www.hybz88.com,74.82.177.142,假证,,,,
2981,天津刻章,http://www.hxjy123.com,216.24.200.130,假证,,,,
2982,华夏办文凭学历服务网,http://www.hxiawp.com,74.82.173.10,假证,,,,
2983,武汉办证,http://www.huazhong8.com,173.224.216.121,假证,,,,
2984,北京办证,http://www.huaxiaxl.com,216.24.195.138,假证,,,,
2985,上海办证,http://www.huapujiaoyu.net,72.52.119.243,假证,,,,
2986,杭州办证,http://www.hqbz188.cn,204.74.217.216,假证,,,,
2987,北京宏利来办证,http://www.honglilai001.com,74.117.62.111,假证,,,,
2988,成都办证,http://www.hongdabanzhengw.com,72.167.232.176,假证,,,,
2989,济南办证,http://www.hl888.org,50.6.165.197,假证,,,,
2990,北大青鸟教育网,http://www.hhdushu.com,74.220.207.156,假证,,,,
2991,上海办毕业证,http://www.hflgo.com,96.46.10.36,假证,,,,
2992,西安办证,http://www.hfjy06.com,50.6.240.135,假证,,,,
2993,合肥办证,http://www.hfjhzn.com,14.1.20.54,假证,,,,
2994,合肥办证,http://www.hfbzb.com,184.168.141.48,假证,,,,
2995,合肥办证,http://www.hfbz88.com,98.126.133.91,假证,,,,
2996,合肥办证,http://www.hfbanzhengw.com,173.252.203.250,假证,,,,
2997,合肥办证,http://www.hefeibanzheng.net,14.1.20.52,假证,,,,
2998,哈尔滨办证,http://www.hebcxbz188.com,113.10.187.4,假证,,,,
2999,天津办证,http://www.hdtjbz.com,180.210.206.92,假证,,,,
3000,杭州办证刻章,http://www.hbbzkz.com,204.74.217.216,假证,,,,
3001,大连办证,http://www.hbbzer.com,66.212.29.145,假证,,,,
3002,北京办证公司,http://www.haosmz.com,174.139.229.133,假证,,,,
3003,办学位证,http://www.haolailai.com,173.224.208.59,假证,,,,
3004,哈尔滨办证,http://www.haoie.cc,173.236.38.138,假证,,,,
3005,杭州办证,http://www.hangzhoubanzh.net,98.126.117.163,假证,,,,
3006,哈尔滨论坛,http://www.haerbin-bz.net,173.201.127.140,假证,,,,
3007,广州办证,http://www.gzkz78.com,50.6.246.181,假证,,,,
3008,专业办证刻章机构,http://www.gzjiexin.com,173.201.101.233,假证,,,,
3009,广州办证公司,http://www.gzbzgs.com,173.83.142.2,假证,,,,
3010,诚信办证公司,http://www.gzbz888.com,174.139.83.114,假证,,,,
3011,赣州办证,http://www.gzbz6.com,174.128.250.254,假证,,,,
3012,厦门办证,http://www.gz399.com,216.83.60.29,假证,,,,
3013,南宁办证,http://www.gxnnzj.com,178.63.23.103,假证,,,,
3014,国外文凭办理,http://www.gwwpbl.com,218.213.91.57,假证,,,,
3015,国辉学历,http://www.guohuijiaoyu.com,204.74.212.188,假证,,,,
3016,合肥办证,http://www.gongyixuankuang.com,173.224.208.105,假证,,,,
3017,青岛办证,http://www.gongnu580.cn,204.74.217.216,假证,,,,
3018,北京市办证,http://www.gobz8.com,174.139.83.114,假证,,,,
3019,上海办证,http://www.go1148.cn,204.74.218.248,假证,,,,
3020,上海办证,http://www.global12580.com,204.13.66.229,假证,,,,
3021,南京办证,http://www.gdszzbd.com,173.224.218.186,假证,,,,
3022,深圳办证公司,http://www.gdszbz001.com,173.252.203.248,假证,,,,
3023,上海办证,http://www.gaoping158.com,49.247.252.54,假证,,,,
3024,福州办证,http://www.fz168bz9.com,98.126.108.91,假证,,,,
3025,福州刻章,http://www.fuzhoukezhang.com,204.74.223.38,假证,,,,
3026,飞翔办证,http://www.flyjy.info,173.236.209.191,假证,,,,
3027,哈尔滨办证,http://www.fljheb.com,180.214.162.51,假证,,,,
3028,哈尔滨办证,http://www.flj999.com,98.126.40.170,假证,,,,
3029,北京好又快证件网,http://www.fastbanzheng.net,173.201.57.189,假证,,,,
3030,西安办证,http://www.eluminaz.com,113.28.85.45,假证,,,,
3031,飞鹏教育培训,http://www.edu89.com,98.126.58.242,假证,,,,
3032,合肥办证,http://www.dzpfc168.com,98.126.80.3,假证,,,,
3033,东南亚证件集团,http://www.dyzjw.com,173.201.90.17,假证,,,,
3034,东莞办证,http://www.dongguanbanzheng88.com,96.46.7.6,假证,,,,
3035,大连办证网,http://www.dlbzw8.com,180.214.162.51,假证,,,,
3036,大连理工大学自考文凭办理,http://www.dlbz5.com,173.201.230.56,假证,,,,
3037,苏州办证,http://www.dianjinwiremesh.com,180.178.37.51,假证,,,,
3038,成都办证,http://www.dbz2010.com,173.252.203.250,假证,,,,
3039,东南亚证件集团,http://www.dbwp.net,96.46.5.173,假证,,,,
3040,民办大学服务网,http://www.daxue-edu.net,174.37.178.210,假证,,,,
3041,大连办证,http://www.dalianf8.com,69.43.161.188,假证,,,,
3042,大连办证,http://www.dalianbanzheng8.com,173.224.216.90,假证,,,,
3043,大连办证,http://www.dalianbanzheng.info,184.168.192.20,假证,,,,
3044,办理真实毕业证,http://www.daibanwenping.org,173.192.188.108,假证,,,,
3045,昆明办证,http://www.cztqy.com,96.46.5.76,假证,,,,
3046,常州办证,http://www.czsep.com,74.82.186.50,假证,,,,
3047,诚信证件集团,http://www.cxzjjt.com,98.126.109.132,假证,,,,
3048,诚信教育服务中心,http://www.cxjy16888.com,216.24.200.45,假证,,,,
3049,诚信办证中心,http://www.cxbz998.com,72.18.195.164,假证,,,,
3050,上海办证,http://www.cxbz8.net,173.236.206.141,假证,,,,
3051,西安办证,http://www.cxbz001.com,66.160.134.177,假证,,,,
3052,长沙办证,http://www.cx235.com,203.174.55.42,假证,,,,
3053,长沙办证,http://www.cszhy.com,66.160.173.60,假证,,,,
3054,常熟办证,http://www.csbzw.com,96.46.8.61,假证,,,,
3055,长沙办证,http://www.csbz189.com,58.64.232.12,假证,,,,
3056,长沙办证,http://www.csbz118.com,64.78.168.99,假证,,,,
3057,长沙办证,http://www.csbz.org,96.44.141.197,假证,,,,
3058,长沙办证,http://www.csblzj.org,49.247.252.100,假证,,,,
3059,重庆办证,http://www.cqzjjcfj.com,173.254.208.238,假证,,,,
3060,重庆办证,http://www.cqzhgl.com,174.139.107.139,假证,,,,
3061,重庆办证,http://www.cqbzwang.com,72.167.232.176,假证,,,,
3062,重庆办证,http://www.cq-bzgs.com,72.167.232.176,假证,,,,
3063,重庆办证,http://www.cqbz18.com,96.44.170.114,假证,,,,
3064,重庆办证,http://www.cqbz100.com,72.167.232.176,假证,,,,
3065,绵阳办证,http://www.cq379.com,49.247.252.69,假证,,,,
3066,石家庄办证,http://www.cp9596.com,173.224.218.123,假证,,,,
3067,创新文凭学历服务,http://www.chxinwp.com,74.82.160.27,假证,,,,
3068,广州办证,http://www.chx198.com,67.215.252.232,假证,,,,
3069,楚才学历教育,"http://www.chucaiedu.tk ",173.252.198.144,假证,,,,
3070,重庆办证,http://www.chongqingbanzheng1.com,98.126.12.189,假证,,,,
3071,上海办证,http://www.chinatvet.com,67.212.166.146,假证,,,,
3072,嘉定办证刻章,http://www.chengxinbzgs.com,204.152.214.3,假证,,,,
3073,长春办证,http://www.chengxinbanzheng168.com,173.201.143.28,假证,,,,
3074,上海办证,http://www.chengxin188.com,72.18.195.161,假证,,,,
3075,成都办证,http://www.chengdubanzheng.org,70.39.99.6,假证,,,,
3076,长春办证,http://www.changchunzs.com,64.78.169.109,假证,,,,
3077,长春办证,http://www.changchunbz.net,96.46.8.163,假证,,,,
3078,长春办证,http://www.changchunbanzheng.tk,173.83.190.234,假证,,,,
3079,长春办证,http://www.changchunbanzheng.org,49.247.252.100,假证,,,,
3080,四级办证,http://www.cet666.com,173.224.218.115,假证,,,,
3081,巫妖王办证郑州公司,http://www.cet49.com,184.168.216.225,假证,,,,
3082,成都办证,http://www.cdbz191.com,208.43.158.240,假证,,,,
3083,成都办证,http://www.cdbz100.com,72.167.232.176,假证,,,,
3084,成都办证,http://www.cdbz001.com,72.167.232.176,假证,,,,
3085,长春办证,http://www.cccxbz1688.com,72.167.232.176,假证,,,,
3086,长春办证,http://www.ccbzw8.com,180.214.162.51,假证,,,,
3087,长春办证,http://www.ccbzkz.com,98.126.25.51,假证,,,,
3088,长沙办证,http://www.ccbza.com,72.167.232.176,假证,,,,
3089,长春办证,http://www.ccbz88.com,98.126.7.102,假证,,,,
3090,长春办证,http://www.ccbz588.com,66.212.29.194,假证,,,,
3091,深圳办证,http://www.canm88.com,184.168.200.191,假证,,,,
3092,包头办证,http://www.bzzwm8.com,174.128.250.254,假证,,,,
3093,办文凭,http://www.bzwwp.com,66.160.173.60,假证,,,,
3094,天津本地办证,http://www.bztj88.com,174.128.250.254,假证,,,,
3095,郑州办证,http://www.bzsw002.com,97.74.177.135,假证,,,,
3096,淮安办证,http://www.bzsw001.com,97.74.177.135,假证,,,,
3097,上海信诚证件商务公司,http://www.bzs886.com,97.74.177.135,假证,,,,
3098,深圳办证,http://www.bzs666.com,27.50.134.174,假证,,,,
3099,长沙办证,http://www.bzs188.com,97.74.177.135,假证,,,,
3100,支付宝办证,http://www.bzs163.com,72.18.201.7,假证,,,,
3101,济南办证,http://www.bzs138.com,97.74.177.135,假证,,,,
3102,青岛办证,http://www.bzqingdao.com,184.105.241.205,假证,,,,
3103,聚成教育网,http://www.bzkz555.com,180.178.37.146,假证,,,,
3104,西安办证,http://www.bzkz0818.com,204.74.217.216,假证,,,,
3105,重庆办证,http://www.bzkz024.com,67.228.108.208,假证,,,,
3106,湖北办证,http://www.bzjw688.com,97.74.177.135,假证,,,,
3107,青岛办证,http://www.bzjs688.com,97.74.177.135,假证,,,,
3108,兰州办证网,http://www.bzjs666.com,97.74.177.135,假证,,,,
3109,办证网,http://www.bzjn.com,68.178.232.143,假证,,,,
3110,朝阳办证,http://www.bzjcy.com,98.126.73.91,假证,,,,
3111,支付宝办证,http://www.bzj600.com,204.74.221.141,假证,,,,
3112,北京办证,http://www.bzj191.com,208.43.158.241,假证,,,,
3113,广州办证,http://www.bzhao.net,98.126.58.242,假证,,,,
3114,办证,http://www.bzh888.com,174.37.191.139,假证,,,,
3115,网上办证,http://www.bzh114.com,204.74.218.198,假证,,,,
3116,贵阳办证,http://www.bzguiyang.com,174.139.208.147,假证,,,,
3117,沈阳办证,http://www.bz-good.com,184.168.144.209,假证,,,,
3118,福州办证,http://www.bzfuzhou.net,174.139.208.147,假证,,,,
3119,全国办证,http://www.bzctv.com,116.212.117.220,假证,,,,
3120,诚信证件公司,http://www.bzcet.com,72.167.156.254,假证,,,,
3121,天津办证,http://www.bz9220.com,66.160.173.60,假证,,,,
3122,沈阳办证,http://www.bz878.com,98.126.15.218,假证,,,,
3123,广州办证,http://www.bz8686.com,58.64.153.7,假证,,,,
3124,北京办证,http://www.bz718.com,112.140.186.146,假证,,,,
3125,济南办证,http://www.bz606.com,174.139.140.154,假证,,,,
3126,临沂办证,http://www.bz406.com,173.224.222.4,假证,,,,
3127,天津办证网,http://www.bz368.org,184.105.147.8,假证,,,,
3128,秦皇岛网上办理证件,http://www.bz206.com,96.46.7.4,假证,,,,
3129,北京办证,http://www.bz1818.com,58.64.153.7,假证,,,,
3130,办证网,http://www.bz16.com,173.252.203.27,假证,,,,
3131,济南办证,http://www.bz12346.com,173.201.143.28,假证,,,,
3132,宏杰办证网,http://www.bz088.com,174.127.89.84,假证,,,,
3133,西安办证,http://www.bz078.com,98.126.15.218,假证,,,,
3134,西安办证,http://www.bz068.com,74.82.191.5,假证,,,,
3135,南京办证,http://www.bz025.com,173.192.222.67,假证,,,,
3136,沈阳办证,http://www.bz024.com,174.37.183.101,假证,,,,
3137,北京刻章办证,http://www.bz002.com,173.201.247.1,假证,,,,
3138,办证,http://www.b--z.com,174.139.235.8,假证,,,,
3139,博学教育中心,http://www.bxxljy.com,205.209.184.59,假证,,,,
3140,沈阳办证,http://www.bnzhenghao.com,49.247.252.49,假证,,,,
3141,南昌办证,http://www.bnbz5.com,216.24.197.96,假证,,,,
3142,海口办证,http://www.bnbz3.com,216.24.195.220,假证,,,,
3143,亳州办证,http://www.bnbz2.com,173.224.220.207,假证,,,,
3144,合肥办证,http://www.blzj001.com,97.74.177.135,假证,,,,
3145,北京代办证件,http://www.bjzj1688.com,72.18.192.9,假证,,,,
3146,东南亚办证公司,http://www.bjzh168.com,66.160.173.13,假证,,,,
3147,北京办证,http://www.bjjhdzj.com,98.130.116.2,假证,,,,
3148,北京办证,http://www.bjbzzxkf.com,216.24.202.195,假证,,,,
3149,办证件网,http://www.bjbzj010.com,208.77.40.106,假证,,,,
3150,中原办证公司,http://www.bjbz16888.com,58.64.168.91,假证,,,,
3151,北京办证,http://www.bjbz010.com,67.228.200.128,假证,,,,
3152,北京办证,http://www.bjbanzheng01.com,173.254.205.253,假证,,,,
3153,北京刻章办证,http://www.bj5818.com,183.90.186.201,假证,,,,
3154,神州毕业证办理有限公司,http://www.biyezhengwz.com,74.126.180.34,假证,,,,
3155,蓝博杭州办证,http://www.binfang.org,66.212.29.116,假证,,,,
3156,北方办证网,http://www.bfwp8.com,174.139.26.38,假证,,,,
3157,沈阳办证,http://www.bfjybzw.com,27.131.32.131,假证,,,,
3158,北京办证,http://www.beijingbanzheng.tk,204.152.217.69,假证,,,,
3159,北斗星证件中心,http://www.bdxzj.com,74.82.176.68,假证,,,,
3160,办毕业证,http://www.bbyz.com,173.254.208.241,假证,,,,
3161,保定办证网,http://www.baodingbzw.com,112.121.167.101,假证,,,,
3162,天津办证,http://www.banzw168.com,97.74.177.135,假证,,,,
3163,西安办证,http://www.banzhengxian.com,174.139.209.235,假证,,,,
3164,诚信办证专业平台,http://www.banzhengwang123.com,174.37.191.139,假证,,,,
3165,哈尔滨办证,http://www.banzhengren168.com,173.201.143.28,假证,,,,
3166,杭州办证,http://www.banzhenghz.com,173.224.222.4,假证,,,,
3167,北京办证,http://www.banzhengbj.com,72.41.46.245,假证,,,,
3168,办证吧,http://www.banzheng8.com,173.83.10.208,假证,,,,
3169,长沙办证,http://www.banzheng777.com,74.82.170.54,假证,,,,
3170,北京办证,http://www.banzheng7.com,123.108.110.174,假证,,,,
3171,广州办证,http://www.banzheng678.cn,74.82.171.108,假证,,,,
3172,西安办证,http://www.banzheng5858.com,66.160.173.60,假证,,,,
3173,办证大全,http://www.banzheng360.com,204.45.27.2,假证,,,,
3174,上海办证,http://www.banzheng268.com,173.224.218.55,假证,,,,
3175,沈阳办证,http://www.banzheng188.org,113.10.155.12,假证,,,,
3176,昆明办证,http://www.banzheng1568.com,67.228.200.14,假证,,,,
3177,长沙办证,http://www.banzheng0731.org,173.201.212.144,假证,,,,
3178,南京办证,http://www.banzheng0431.com,74.82.182.29,假证,,,,
3179,深圳办证,http://www.banzheng001.com,174.139.96.94,假证,,,,
3180,顺昌证件,http://www.banz666.com,72.167.232.176,假证,,,,
3181,佳诚学历服务中心,http://www.ban-wenping.com,50.23.172.240,假证,,,,
3182,卓智办证,http://www.banlzjwbj.com,184.22.79.168,假证,,,,
3183,办假毕业证,http://www.banlibiyezheng.com,173.236.213.225,假证,,,,
3184,诚信学历教育中心,http://www.banjsz.com,74.117.62.219,假证,,,,
3185,鞍山办证,http://www.asbz168.com,173.254.198.242,假证,,,,
3186,哈尔滨办证,http://www.aoaolong.com,173.83.204.229,假证,,,,
3187,长春办证,http://www.anyfirst.org,109.169.66.230,假证,,,,
3188,长春办证,http://www.anshanz.com,216.24.194.100,假证,,,,
3189,上海办证网,http://www.allbanzheng.com,173.201.58.205,假证,,,,
3190,天津办证,http://www.ajgo.cn,115.68.76.21,假证,,,,
3191,中国办证网,http://www.aish88.com,174.139.229.131,假证,,,,
3192,亿锦办证咨询在线有限公司,http://www.abc20118888.com,184.168.192.32,假证,,,,
3193,福州办证,http://www.aan99.com,112.121.172.78,假证,,,,
3194,上海办证网,http://www.99355.org.cn,204.74.218.248,假证,,,,
3195,青岛办证,http://www.91bzw.com,98.126.112.172,假证,,,,
3196,网上办证,http://www.918bz.com,173.224.218.177,假证,,,,
3197,办证新闻网,http://www.8zheng.com,74.82.164.153,假证,,,,
3198,长春办证,http://www.89bzw.com,96.46.4.140,假证,,,,
3199,西藏办证,http://www.86cdbz100.com,173.252.203.251,假证,,,,
3200,郑州办证,http://www.80bzw.com,184.105.170.88,假证,,,,
3201,合肥办证,http://www.80bz.com,216.24.195.141,假证,,,,
3202,自考证办理,http://www.7888g.com,208.77.40.106,假证,,,,
3203,远东证件办理有限公司,http://www.77vy.com,50.23.172.241,假证,,,,
3204,连云港办证,http://www.70bz.com,216.24.202.195,假证,,,,
3205,新华学历教育,http://www.6vv55.com,69.6.254.2,假证,,,,
3206,稀有的3数字域名,http://www.688.com,112.121.175.234,假证,,,,
3207,济南办证,http://www.668bzh.com,173.224.216.145,假证,,,,
3208,沈阳金利证件公司,http://www.666banzheng.com,173.236.209.208,假证,,,,
3209,苏州办证,http://www.51xxb.com,173.224.220.207,假证,,,,
3210,天津办证,http://www.51szbanzheng.com,96.46.4.26,假证,,,,
3211,上海国际证件中心,http://www.51goodbz.com,173.236.226.102,假证,,,,
3212,北京办证件,http://www.51bubugao.com,174.139.84.162,假证,,,,
3213,网上办证,http://www.51banzhengwang.com,184.82.211.170,假证,,,,
3214,莘志教育,http://www.518diploma.com,205.209.183.48,假证,,,,
3215,潍坊办证,http://www.51823.cn,204.74.217.216,假证,,,,
3216,长沙办证,http://www.50665.info,173.201.216.49,假证,,,,
3217,青岛办证,http://www.3goi.cn,74.82.183.53,假证,,,,
3218,西安办证,http://www.32hi.com,174.128.247.147,假证,,,,
3219,22诚信办证,http://www.22bz.info,173.201.216.86,假证,,,,
3220,兰州办证刻章有限公司,http://www.2011168banzheng.com,98.126.107.122,假证,,,,
3221,新华教育学历服务机构,http://www.18wenping.com,50.23.154.172,假证,,,,
3222,长春办证,http://www.188bzw.com,174.139.113.108,假证,,,,
3223,六合彩开奖结果,http://www.188200.com,174.139.80.4,假证,,,,
3224,办证件,http://www.123hao1.com,67.215.233.4,假证,,,,
3225,长沙办证,http://www.0731bz.org,111.92.230.138,假证,,,,
3226,广州办证,http://www.0573qq.com,216.24.202.76,假证,,,,
3227,济南办证,http://www.0531bzkz.com,173.254.198.238,假证,,,,
3228,阳光办证中心,http://www.0531bz.net,174.139.2.29,假证,,,,
3229,西安办证,http://www.05236.com,74.222.134.106,假证,,,,
3230,南通办证,http://www.0513bzw.com,98.126.125.42,假证,,,,
3231,苏州办证,http://www.0512bzkz.com,72.11.151.87,假证,,,,
3232,哈尔滨办证,http://www.0451-vip.com,98.126.12.189,假证,,,,
3233,代办户口,http://www.0411icp.com,180.178.44.69,假证,,,,
3234,南京办证,http://www.025njbz.com,96.46.7.6,假证,,,,
3235,重庆办证,http://www.022cate.com,173.224.216.146,假证,,,,
3236,上海办证,http://www.021zhicheng.com,97.74.215.167,假证,,,,
3237,上海徐汇办证刻章,http://www.021twbzkz.com,174.139.107.236,假证,,,,
3238,广州办证,http://www.020kuai.com,98.126.133.91,假证,,,,
3239,北京办证,http://www.010bzkz.com,220.95.238.143,假证,,,,
3240,柳州办证,http://ww.brpofa.cn,174.37.188.115,假证,,,,
3241,办理证件,http://wuyou188.com,74.82.173.10,假证,,,,
3242,郑州办证,http://wsbzkz.com,67.159.4.44,假证,,,,
3243,我要办证,http://wenping.cc,205.209.139.115,假证,,,,
3244,重庆办证,http://wdzsb.info,184.105.170.88,假证,,,,
3245,代办证件,http://uuu.888t8.net,205.209.140.110,假证,,,,
3246,合肥办证,http://tuliaozhan.info,97.74.215.222,假证,,,,
3247,长沙办证,http://troupr.com,97.74.144.93,假证,,,,
